ID,Área,Perímetro,Diámetro Equivalente,Distancia Máxima al Centro,Distancia Mínima al Centro
1,30897.0,653.2274887854692,198.341327548452,101.89330285432229,0.5203223886132974
2,24320.0,581.286363288515,175.96927495434866,91.15906919240035,0.5083913987370035
3,18226.0,503.10259710444143,152.33536668266854,79.04055888208948,0.10929565402355626
4,41689.0,761.5533905932737,230.39115299955466,119.23380657654413,0.44278796508181734
5,34054.0,691.9554108468271,208.22799873314642,108.26123683884697,0.42373409340644075
6,26751.0,611.7716446627535,184.55468311915126,95.85842360155279,0.41429850659412
7,46699.0,805.1097397793778,243.8421897448991,125.61591246198073,0.48077441134209337
8,38234.0,730.097546470558,220.63780445201184,114.69135916816037,0.16011672142843367
